,jia,jin,zhuan,char
2841,0,0,1,淖
2842,0,0,1,杳
2843,133,59,1,曰
2844,1,0,0,熿
2845,0,0,1,狷
2846,3,1,1,页
2847,0,0,1,说
2848,0,6,1,付
2849,0,0,1,蓏
2850,0,0,1,酪
2851,0,0,1,妲
2852,12,23,1,山
2853,15,10,1,舟
2854,0,0,1,稑
2855,0,0,1,俟
2856,1,1,1,傧
2857,0,9,1,期
2858,0,0,1,蕈
2859,0,0,1,惹
2860,0,0,1,瑀
2861,0,0,1,坫
2862,0,0,1,媱
2863,0,0,1,炜
2864,0,0,1,滑
2865,0,0,1,簃
2866,1,2,1,闭
2867,0,0,1,铲
2868,0,0,1,陕
2869,0,0,1,糟
2870,0,0,1,龇
2871,0,0,1,劣
2872,0,0,1,索
2873,25,1,1,化
2874,16,15,1,安
2875,0,1,1,潭
2876,0,0,1,阀
2877,0,1,1,俱
2878,0,3,1,镈
2879,0,0,1,嫠
2880,2,0,1,驱
2881,0,0,1,涧
2882,0,3,1,黑
2883,0,4,1,楙
2884,0,1,1,本
2885,0,0,1,驵
2886,0,0,1,僻
2887,2,0,0,娕
2888,0,0,1,孤
2889,0,1,1,裔
2890,21,1,0,谢
2891,0,0,1,厥
2892,0,4,1,诈
2893,0,0,1,瘢
2894,0,0,1,寤
2895,3,1,1,卒
2896,0,26,1,台
2897,1,0,1,肘
2898,0,0,1,恸
2899,0,0,1,靬
2900,0,0,1,踵
2901,0,0,1,饯
2902,0,0,1,唱
2903,0,0,1,沄
2904,0,0,1,脑
2905,0,0,1,曷
2906,0,2,1,泸
2907,61,31,1,邑
2908,0,0,1,煦
2909,0,0,1,誉
2910,0,0,1,茜
2911,0,0,1,璀
2912,0,0,1,握
2913,0,0,1,飐
2914,0,0,1,犯
2915,0,3,1,建
2916,0,0,1,股
2917,0,0,1,悍
2918,0,0,1,碎
2919,1,7,0,薛
2920,0,0,1,郫
2921,0,0,1,鳎
2922,0,0,1,觊
2923,0,0,1,踶
2924,0,0,1,禁
2925,0,0,1,龉
2926,0,0,1,肾
2927,3,0,0,俞
2928,0,30,1,器
2929,0,0,1,喷
2930,0,0,1,瀱
2931,0,0,1,披
2932,0,0,1,璩
2933,0,0,1,纺
2934,1,0,1,沓
2935,0,0,1,眼
2936,0,0,1,膂
2937,0,0,1,权
2938,0,0,1,辈
2939,0,0,1,逮
2940,0,0,1,翰
2941,3,0,1,槁
2942,0,0,1,玄
2943,1,0,1,祓
2944,0,0,1,鄞
2945,0,0,1,让
2946,0,0,1,漱
2947,0,1,1,堋
2948,0,1,1,庭
2949,0,0,1,磊
2950,0,1,1,荒
2951,0,0,1,拘
2952,0,25,1,是
2953,33,4,1,去
2954,0,0,1,邈
2955,0,0,1,倓
2956,0,0,1,娑
2957,0,0,1,忝
2958,0,0,1,绋
2959,0,0,1,挺
2960,0,0,1,紊
2961,0,2,1,郸
2962,0,0,1,岐
2963,0,0,1,唁
2964,0,0,1,鳣
2965,3,6,1,豆
2966,1,0,1,雏
2967,0,0,1,委
2968,81,23,1,亚
2969,0,1,1,锯
2970,0,0,1,岚
2971,0,0,1,赪
2972,0,0,1,棨
2973,1,1,1,动
2974,2,0,0,砓
2975,0,0,1,慨
2976,0,0,1,刊
2977,0,0,1,獠
2978,0,2,1,谁
2979,0,0,1,灌
2980,0,0,1,团
2981,0,0,1,悄
2982,0,0,1,琐
2983,0,0,1,控
2984,0,0,1,釜
2985,0,0,1,忿
2986,0,0,1,鄚
2987,0,0,1,磔
2988,0,0,1,篝
2989,26,0,0,匄
2990,0,0,1,箴
2991,0,0,1,薇
2992,0,0,1,漉
2993,63,23,1,卯
2994,0,0,1,祆
2995,0,0,1,愁
2996,0,0,1,掸
2997,0,0,1,察
2998,14,2,1,卜
2999,0,0,1,洼
3000,0,0,1,饥
3001,1,4,1,枚
3002,0,0,1,纾
3003,130,61,1,商
3004,18,13,1,矢
3005,9,25,1,丰
3006,0,0,1,瘤
3007,0,0,1,惴
3008,0,0,1,酏
3009,0,0,1,锸
3010,0,0,1,馔
3011,1,0,1,饱
3012,0,0,1,拂
3013,0,0,1,置
3014,0,1,1,俾
3015,0,0,1,鬓
3016,0,0,1,瞢
3017,0,0,1,殆
3018,0,0,1,竫
3019,0,0,1,涤
3020,0,0,1,踝
3021,0,0,1,倨
3022,0,0,1,腴
3023,0,0,1,迅
3024,0,0,1,像
3025,0,2,1,卓
3026,0,0,1,鼽
3027,0,1,1,惧
3028,0,0,1,纷
3029,20,0,0,豖
3030,0,0,1,霓
3031,4,3,1,郁
3032,0,0,1,沪
3033,0,1,1,慎
3034,12,0,0,龏
3035,13,26,1,昜
3036,0,0,1,悔
3037,0,0,1,禅
3038,0,0,1,呻
3039,0,0,1,糈
3040,0,1,1,䝙
3041,0,0,1,莪
3042,0,0,1,根
3043,0,1,1,杙
3044,0,0,1,芰
3045,3,0,1,兆
3046,0,0,1,横
3047,0,0,1,殿
3048,98,21,1,羊
3049,0,0,1,楮
3050,0,6,1,忧
3051,0,0,1,盼
3052,0,0,1,嘲
3053,1,7,1,杜
3054,0,0,1,颏
3055,0,1,1,钲
3056,0,0,1,街
3057,0,0,1,谑
3058,1,1,1,诺
3059,0,0,1,紧
3060,0,0,1,镞
3061,0,6,1,胤
3062,42,22,1,死
3063,0,0,1,芳
3064,117,152,1,用
3065,0,0,1,蝎
3066,0,0,1,譬
3067,0,0,1,痒
3068,0,0,1,模
3069,28,14,1,巨
3070,8,0,1,阱
3071,1,0,1,斫
3072,0,0,1,洵
3073,0,0,1,捋
3074,0,1,1,谰
3075,0,0,1,蟆
3076,48,46,1,百
3077,1,5,1,传
3078,0,0,1,阒
3079,0,0,1,椭
3080,0,0,1,抟
3081,0,0,1,饬
3082,0,0,1,奕
3083,0,0,1,淅
3084,0,1,1,冒
3085,1,0,0,紟
3086,1,55,1,命
3087,0,0,1,胲
3088,0,1,1,陨
3089,0,0,1,娴
3090,0,0,1,趿
3091,0,0,1,匈
3092,0,0,1,勚
3093,11,6,1,比
3094,37,8,1,遘
3095,0,0,1,慑
3096,0,0,1,拾
3097,6,4,1,毓
3098,0,0,1,眯
3099,0,0,1,署
3100,0,0,1,蚌
3101,0,0,1,髡
3102,4,4,1,恒
3103,26,33,1,井
3104,0,1,1,测
3105,0,6,1,图
3106,0,0,1,炯
3107,0,0,1,瀹
3108,0,0,1,佽
3109,0,1,1,膺
3110,0,25,1,蔡
3111,0,0,1,擿
3112,0,0,1,鹠
3113,0,2,1,侧
3114,0,0,1,泅
3115,0,24,1,夜
3116,32,18,1,门
3117,0,0,1,渚
3118,0,0,1,萄
3119,0,0,1,泥
3120,50,22,1,甲
3121,0,0,1,筠
3122,0,0,1,槎
3123,0,8,1,佩
3124,0,0,1,孜
3125,0,0,1,玠
3126,0,0,1,蛛
3127,0,0,1,睑
3128,1,0,1,牟
3129,0,3,1,字
3130,0,0,1,峦
3131,0,0,1,垤
3132,0,0,1,诔
3133,0,1,1,侮
3134,118,16,1,只
3135,98,64,1,令
3136,0,0,1,椽
3137,0,0,1,崇
3138,0,0,1,鬣
3139,0,0,1,俣
3140,7,0,0,歹
3141,0,0,1,想
3142,0,0,1,眄
3143,0,0,1,纥
3144,0,0,1,材
3145,1,49,1,祈
3146,0,0,1,掘
3147,0,0,1,髌
3148,270,5,1,雨
3149,0,0,1,袪
3150,0,0,1,砮
3151,0,0,1,鳜
3152,1,2,1,匿
3153,0,0,1,秫
3154,0,0,1,皲
3155,0,0,1,泗
3156,0,0,1,瞥
3157,0,0,1,勹
3158,0,0,1,蕊
3159,0,0,1,芊
3160,0,1,1,朔
3161,0,2,1,肆
3162,0,0,1,弢
3163,0,0,1,薁
3164,5,0,0,汝
3165,1,1,1,伯
3166,0,1,1,柞
3167,0,0,1,葚
3168,0,1,1,兼
3169,18,0,1,毌
3170,1,0,0,烕
3171,0,0,1,那
3172,0,1,1,冈
3173,0,0,1,烨
3174,0,0,1,蚓
3175,0,1,1,邳
3176,0,0,1,抨
3177,0,2,0,盖
3178,0,0,1,离
3179,0,0,1,翎
3180,0,0,1,漹
3181,0,36,1,剩
3182,0,0,1,驴
3183,0,0,1,骥
3184,0,2,0,饔
3185,0,0,1,佾
3186,0,0,1,倍
3187,0,1,1,逞
3188,0,0,1,庱
3189,0,0,1,孺
3190,2,0,0,丩
3191,0,1,1,邕
3192,0,0,1,音
3193,0,0,1,岑
3194,1,1,1,沮
3195,0,0,1,箱
3196,0,0,1,怊
3197,0,0,1,缃
3198,2,2,1,巾
3199,0,1,1,澧
3200,0,0,1,欲
3201,0,0,1,郪
3202,2,30,1,妇
3203,0,4,0,匀
3204,4,9,1,盥
3205,0,0,1,缕
3206,53,19,1,戌
3207,0,0,1,墉
3208,0,0,1,俜
3209,0,0,1,财
3210,0,0,1,蔟
3211,0,0,1,盎
3212,0,0,1,虤
3213,0,0,1,髦
3214,0,0,1,铛
3215,0,0,1,聊
3216,0,0,1,谿
3217,0,0,1,祷
3218,0,0,1,欢
3219,25,8,1,宁
3220,0,0,1,态
3221,46,0,0,戉
3222,0,0,1,蒋
3223,0,0,1,贯
3224,3,0,0,夨
3225,0,0,1,魑
3226,0,0,1,魋
3227,0,1,1,仕
3228,0,0,1,稹
3229,0,0,1,递
3230,0,0,1,萎
3231,0,0,1,貔
3232,0,0,1,挽
3233,0,1,1,务
3234,0,0,1,党
3235,0,3,1,难
3236,0,0,1,澳
3237,0,0,1,恺
3238,0,0,1,阁
3239,0,0,1,喉
3240,0,0,1,勘
3241,32,26,1,丙
3242,0,0,1,货
3243,0,0,1,簏
3244,0,1,1,赎
3245,0,0,1,哮
3246,0,0,1,髢
3247,4,0,1,膏
3248,0,0,1,浔
3249,0,1,1,论
3250,28,11,1,旨
3251,0,0,1,悰
3252,0,0,1,氅
3253,0,0,1,硁
3254,0,0,1,衙
3255,14,0,0,丮
3256,0,1,1,邡
3257,0,0,1,祯
3258,0,0,1,勉
3259,0,0,1,饪
3260,0,0,1,鲵
3261,0,0,1,琶
3262,0,0,1,颙
3263,0,8,1,郾
3264,0,0,1,蝤
3265,32,0,0,雪
3266,0,0,1,鲗
3267,0,0,1,染
3268,0,0,1,苑
3269,0,3,1,鼒
3270,0,0,1,慊
3271,0,0,1,妗
3272,0,0,1,投
3273,0,3,1,颐
3274,0,0,1,邮
3275,0,0,1,芬
3276,0,0,1,癃
3277,2,0,0,贙
3278,4,0,0,攺
3279,13,0,0,汏
3280,0,0,1,械
3281,0,0,1,践
3282,0,0,1,晞
3283,1,0,0,粯
3284,13,1,1,冬
3285,11,17,1,八
3286,0,27,1,择
3287,7,0,1,荡
3288,26,2,1,袭
3289,0,0,1,禧
3290,1,0,1,杉
3291,0,0,1,豁
3292,0,0,1,灿
3293,0,0,1,懑
3294,0,1,1,松
3295,201,18,1,出
3296,0,0,1,积
3297,2,273,1,宝
3298,0,0,1,鍪
3299,0,0,1,殂
3300,0,1,1,忽
3301,0,0,1,悒
3302,0,1,1,织
3303,0,0,1,蜻
3304,0,0,1,瘵
3305,0,0,1,茑
3306,0,0,1,彰
3307,0,0,1,扺
3308,0,1,1,应
3309,0,0,1,玚
3310,14,0,1,血
3311,0,0,1,弈
3312,0,1,1,惑
3313,0,0,1,蓦
3314,1,0,0,寍
3315,0,0,1,侩
3316,0,0,1,迪
3317,0,0,1,矍
3318,10,21,1,三
3319,0,0,1,纬
3320,18,21,1,二
3321,4,2,1,旋
3322,0,0,1,矰
3323,0,0,1,钞
3324,8,0,1,豹
3325,2,0,0,曣
3326,0,0,1,疵
3327,4,21,0,雍
3328,0,6,1,通
3329,0,3,1,环
3330,0,0,1,粹
3331,0,0,1,仍
3332,0,0,1,靸
3333,0,0,1,撞
3334,0,1,1,骆
3335,201,0,0,叀
3336,0,0,1,楗
3337,0,0,1,屠
3338,9,65,0,为
3339,0,6,1,昶
3340,0,0,1,侠
3341,12,0,0,屖
3342,0,0,1,郇
3343,1,0,1,术
3344,0,0,1,哄
3345,0,0,1,浐
3346,0,0,1,捉
3347,0,0,1,驰
3348,0,0,1,糜
3349,1,0,0,朊
3350,0,0,1,娃
3351,0,0,1,腒
3352,0,0,1,绚
3353,0,0,1,算
3354,0,0,1,煮
3355,0,0,1,憺
3356,1,0,0,霿
3357,0,0,1,猥
3358,0,0,1,坟
3359,0,0,1,楝
3360,0,0,1,莙
3361,0,0,1,蛉
3362,0,0,1,枞
3363,0,0,1,鹝
3364,0,0,1,起
3365,0,0,1,笄
3366,0,0,1,滓
3367,0,0,1,竿
3368,0,0,1,昄
3369,0,0,1,桧
3370,0,0,1,偏
3371,0,0,1,侨
3372,0,0,1,埽
3373,0,0,1,峤
3374,0,0,1,程
3375,0,0,1,赡
3376,0,0,1,邹
3377,0,0,1,输
3378,0,3,1,妻
3379,0,0,1,赌
3380,1,1,1,歌
3381,0,0,1,皋
3382,0,1,1,烝
3383,0,0,1,瑶
3384,0,0,1,卦
3385,0,0,1,囹
3386,0,0,1,俄
3387,0,0,1,暇
3388,0,0,1,峻
3389,0,0,1,蚣
3390,0,0,1,舫
3391,0,0,1,涐
3392,50,12,1,画
3393,0,0,1,纨
3394,0,0,1,猗
3395,0,0,1,憭
3396,12,0,1,斗
3397,0,0,1,炫
3398,0,0,1,镶
3399,0,0,1,褕
3400,1,11,1,格
3401,0,0,1,襜
3402,0,41,1,右
3403,0,0,1,焯
3404,0,0,1,苫
3405,0,0,1,珠
3406,0,3,1,勇
3407,5,0,1,橐
3408,0,1,1,轸
3409,0,0,1,瘿
3410,0,0,1,崛
3411,0,0,1,脘
3412,0,6,1,盛
3413,1,0,1,包
3414,0,0,1,阋
3415,240,54,1,不
3416,0,0,1,摘
3417,0,0,1,翮
3418,0,0,1,缐
3419,1,20,1,终
3420,0,1,1,鲍
3421,0,0,1,磏
3422,0,0,1,嗞
3423,0,99,1,敢
3424,0,2,1,宠
3425,6,48,1,十
3426,0,1,1,怀
3427,0,1,1,宥
3428,0,0,1,偃
3429,0,1,1,浮
3430,0,0,1,嫁
3431,0,0,1,隅
3432,0,0,1,吐
3433,0,0,1,遭
3434,0,0,1,玩
3435,6,0,0,斁
3436,0,0,1,哑
3437,0,0,1,黥
3438,0,0,1,乔
3439,0,0,1,眭
3440,0,0,1,祋
3441,0,0,1,桓
3442,0,0,1,详
3443,0,10,1,华
3444,0,0,1,鄣
3445,1,1,1,增
3446,0,1,1,潘
3447,0,0,1,篆
3448,1,0,1,滋
3449,0,0,1,珦
3450,0,1,1,杠
3451,0,0,1,仝
3452,0,0,1,旰
3453,0,3,1,驷
3454,0,0,1,准
3455,1,0,1,蜩
3456,0,2,1,淠
3457,0,0,1,莿
3458,0,0,1,莆
3459,0,0,1,霅
3460,0,0,1,郏
3461,0,0,1,憕
3462,0,0,1,篙
3463,1,1,1,礼
3464,0,0,1,廛
3465,0,0,1,祼
3466,0,0,1,聚
3467,0,0,1,亶
3468,0,0,1,邰
3469,0,0,1,哨
3470,1,7,0,智
3471,0,0,1,迩
3472,2,29,1,龢
3473,0,0,1,侥
3474,0,0,1,呀
3475,57,0,1,湄
3476,0,3,1,邾
3477,0,0,1,擐
3478,0,0,1,鲯
3479,0,2,1,跻
3480,0,0,1,蟫
3481,0,0,1,袗
3482,1,0,0,麐
3483,0,0,1,桎
3484,0,1,1,深
3485,1,132,1,扬
3486,0,1,1,肖
3487,0,0,1,衄
3488,0,2,0,忤
3489,0,1,1,性
3490,0,0,1,邨
3491,3,0,0,姀
3492,0,0,1,徛
3493,2,2,1,曲
3494,1,0,1,濞
3495,3,1,1,绍
3496,2,3,1,败
3497,0,0,1,侈
3498,0,0,1,噬
3499,0,0,1,岛
3500,0,5,1,越
3501,0,0,1,晤
3502,0,6,1,搏
3503,0,0,1,颛
3504,0,1,1,料
3505,169,57,1,自
3506,0,0,1,缇
3507,0,0,1,榖
3508,0,0,1,酿
3509,0,10,1,啻
3510,0,1,1,勋
3511,0,0,1,窣
3512,0,0,1,郃
3513,0,0,1,鹏
3514,0,3,0,串
3515,0,3,1,悆
3516,0,0,1,劭
3517,3,12,1,毕
3518,0,0,1,觳
3519,0,5,1,战
3520,17,0,0,冄
3521,0,0,1,屐
3522,15,22,1,光
3523,0,0,1,漻
3524,0,0,1,幖
3525,6,0,0,洹
3526,0,0,1,榍
3527,0,0,1,潼
3528,0,0,1,零
3529,1,0,0,娵
3530,0,0,1,嵘
3531,0,0,1,郊
3532,0,7,1,宪
3533,0,0,1,醒
3534,0,0,1,矮
3535,0,0,1,郿
3536,0,0,1,鼫
3537,0,0,1,览
3538,0,0,1,蹭
3539,0,0,1,钿
3540,0,0,1,鲕
3541,0,0,1,砺
3542,0,0,1,稙
3543,0,0,1,埃
3544,0,0,1,陇
3545,3,0,1,冥
3546,6,0,0,效
3547,0,0,1,迭
3548,0,0,1,矧
3549,0,0,1,町
3550,0,0,1,琨
3551,0,0,1,郡
3552,5,1,1,区
3553,0,0,1,琳
3554,0,0,1,璇
3555,0,2,1,忠
3556,0,0,1,烦
3557,0,0,1,眵
3558,0,0,1,擢
3559,2,0,0,夊
3560,0,0,1,骘
3561,0,0,1,荠
3562,1,14,1,宄
3563,16,0,1,舌
3564,3,0,0,騽
3565,0,0,1,窬
3566,0,1,1,诸
3567,0,0,1,煽
3568,0,1,1,劓
3569,0,0,1,肫
3570,0,0,1,觿
3571,0,0,1,恶
3572,0,0,1,完
3573,0,0,1,揽
3574,0,0,1,栟
3575,0,0,1,怩
3576,0,0,1,汕
3577,0,0,1,件
3578,17,8,1,陟
3579,0,0,1,顽
3580,28,1,1,食
3581,0,0,1,皕
3582,1,1,1,强
3583,0,0,1,艽
3584,0,0,1,楼
3585,0,0,1,级
3586,0,0,1,消
3587,0,0,1,哓
3588,48,15,1,肄
3589,0,0,1,肴
3590,1,4,1,凫
3591,0,0,1,稼
3592,3,0,0,豩
3593,1,0,1,乂
3594,0,0,1,暗
3595,0,0,1,肥
3596,0,0,1,啁
3597,0,0,1,箫
3598,11,4,1,膻
3599,6,0,1,介
3600,0,0,1,背
3601,0,2,0,亿
3602,0,20,1,厘
3603,0,0,1,摈
3604,0,0,1,黩
3605,41,55,1,周
3606,0,0,1,扣
3607,0,0,1,歙
3608,59,3,1,春
3609,0,0,1,瘥
3610,5,0,1,弘
3611,2,7,1,叔
3612,0,1,1,知
3613,0,0,1,簝
3614,73,91,1,易
3615,0,1,1,朽
3616,0,3,1,加
3617,206,7,1,帚
3618,0,0,1,恨
3619,0,0,1,莺
3620,0,8,1,塍
3621,0,0,1,荛
3622,0,0,1,锭
3623,0,0,1,椋
3624,0,0,1,榜
3625,0,0,1,嶷
3626,17,65,1,辛
3627,0,0,1,缺
3628,0,0,1,尼
3629,1,0,1,霜
3630,0,0,1,遮
3631,0,0,1,璪
3632,0,0,1,缊
3633,0,1,1,息
3634,0,1,1,蒐
3635,35,0,0,妌
3636,0,0,1,骜
3637,5,42,1,邦
3638,19,0,1,嫔
3639,0,0,1,液
3640,0,0,1,芸
3641,10,0,1,鸡
3642,0,0,1,梵
3643,0,0,1,穟
3644,0,2,1,阿
3645,0,9,1,还
3646,0,2,1,汉
3647,2,0,1,骑
3648,0,4,1,桐
3649,0,0,1,脟
3650,0,4,1,邿
3651,0,3,1,墙
3652,0,0,1,隰
3653,1,0,0,杗
3654,0,0,1,炭
3655,0,0,1,防
3656,0,0,1,种
3657,0,0,1,妨
3658,0,0,1,淙
3659,0,0,1,庖
3660,0,0,1,峄
3661,1,0,0,鬽
3662,0,0,1,优
3663,0,0,1,瘦
3664,0,0,1,锒
3665,0,0,1,僦
3666,1,0,1,毙
3667,3,0,1,龋
3668,81,0,0,豋
3669,0,0,1,忾
3670,0,0,1,堤
3671,0,0,1,戡
3672,0,1,1,功
3673,30,35,1,九
3674,0,0,1,谦
3675,0,0,1,缭
3676,0,1,1,饭
3677,0,0,1,遒
3678,0,1,1,珈
3679,0,0,1,泯
3680,0,0,1,茭
3681,0,0,1,绣
3682,0,2,1,留
3683,0,0,1,冶
3684,0,0,1,壑
3685,0,2,1,嚣
3686,0,0,1,闿
3687,0,0,1,锁
3688,0,0,1,艾
3689,0,5,1,亲
3690,0,0,1,钉
3691,0,0,1,霞
3692,0,0,1,惊
3693,0,0,1,蜓
3694,0,0,1,脉
3695,1,0,1,酎
3696,0,0,1,菌
3697,0,0,1,撮
3698,1,6,1,夸
3699,0,0,1,棠
3700,0,0,1,觋
3701,18,0,0,晛
3702,0,0,1,怃
3703,0,0,1,瀛
3704,0,0,1,殇
3705,0,0,1,鼷
3706,0,0,1,彀
3707,2,0,1,戋
3708,0,0,1,宬
3709,226,124,1,子
3710,16,72,1,亥
3711,2,0,1,腹
3712,0,0,1,潴
3713,0,0,1,哿
3714,0,7,1,稣
3715,0,0,1,嘘
3716,0,0,1,噱
3717,0,3,1,牲
3718,0,0,1,卉
3719,0,2,1,沽
3720,0,0,1,猃
3721,0,0,1,黟
3722,0,1,1,迂
3723,0,0,1,彖
3724,0,0,1,珩
3725,0,0,1,酬
3726,0,0,1,璱
3727,0,0,1,罹
3728,0,0,1,疡
3729,0,2,1,赵
3730,0,0,1,椟
3731,0,0,1,忡
3732,1,0,1,吝
3733,0,0,1,絜
3734,0,0,1,胙
3735,17,0,1,肤
3736,0,0,1,讴
3737,0,0,1,铄
3738,0,0,1,压
3739,0,0,1,棼
3740,0,0,1,瑄
3741,0,0,1,梧
3742,0,0,1,褓
3743,0,2,1,穑
3744,2,0,1,祊
3745,0,0,1,遴
3746,2,4,1,夹
3747,0,0,1,叽
3748,0,0,1,鬷
3749,1,5,1,宕
3750,0,4,1,维
3751,0,11,1,道
3752,0,0,1,诏
3753,0,4,1,媾
3754,0,0,1,崒
3755,0,0,1,魅
3756,0,0,1,伶
3757,0,0,1,虒
3758,0,0,1,储
3759,0,0,1,瞑
3760,0,0,1,洙
3761,16,33,1,四
3762,0,0,1,诂
3763,0,0,1,条
3764,0,0,1,艎
3765,0,0,1,映
3766,0,0,1,闯
3767,12,10,1,农
3768,0,0,1,枸
3769,5,1,1,星
3770,0,0,1,彟
3771,0,0,1,法
3772,0,0,1,苕
3773,1,21,1,朱
3774,0,0,1,圪
3775,3,31,1,赤
3776,0,0,1,儋
3777,0,1,1,恃
3778,7,0,0,纟
3779,6,0,0,勽
3780,0,15,1,舍
3781,0,0,1,贶
3782,0,0,1,侍
3783,0,0,1,殊
3784,0,0,1,僖
3785,0,0,1,浆
3786,34,70,1,中
3787,0,0,1,谍
3788,3,1,1,殳
3789,0,2,1,铭
3790,0,0,1,拿
3791,0,41,1,显
3792,4,30,1,攸
3793,0,22,1,匹
3794,0,0,1,佺
3795,0,0,1,陋
3796,0,1,1,韩
3797,0,0,1,褊
3798,0,1,1,诛
3799,0,0,1,昽
3800,0,4,1,愉
3801,0,0,1,萝
3802,0,0,1,汾
3803,0,0,1,润
3804,133,0,1,争
3805,0,0,1,哗
3806,91,38,1,乙
3807,291,31,1,方
3808,0,0,1,瞒
3809,0,0,1,娣
3810,0,0,1,柷
3811,0,0,1,阇
3812,1,0,0,泊
3813,1,0,0,莤
3814,0,0,1,尿
3815,0,0,1,斟
3816,18,10,1,下
3817,8,0,1,幕
3818,2,0,0,雈
3819,0,0,1,隐
3820,0,3,1,佥
3821,0,0,1,浚
3822,12,4,1,媚
3823,0,1,1,半
3824,0,0,1,籥
3825,1,1,1,位
3826,0,1,1,浊
3827,0,0,1,漕
3828,1,0,0,咰
3829,0,0,1,榭
3830,0,0,1,畸
3831,1,0,1,锾
3832,0,0,1,潞
3833,0,0,1,倾
3834,0,0,1,颈
3835,0,0,1,腓
3836,0,0,1,链
3837,0,0,1,抒
3838,0,0,1,倬
3839,3,0,1,嬖
3840,0,0,1,怡
3841,83,17,1,省
3842,2,5,1,谷
3843,0,0,1,牍
3844,0,1,1,蓼
3845,0,0,1,潏
3846,0,0,1,呦
3847,0,0,1,淀
3848,0,0,1,瞽
3849,0,0,1,诿
3850,0,0,1,倭
3851,0,0,1,质
3852,0,0,1,露
3853,1,0,1,祉
3854,0,0,1,甯
3855,0,0,1,蒉
3856,0,0,1,矶
3857,0,5,1,熏
3858,0,3,1,乏
3859,0,0,1,芥
3860,3,0,1,陷
3861,0,0,1,蔫
3862,93,6,1,豕
3863,1,0,0,铧
3864,0,0,1,鼾
3865,0,0,1,鄱
3866,0,0,1,瞟
3867,0,0,1,券
3868,0,0,1,稍
3869,0,0,1,渎
3870,0,0,1,喔
3871,0,0,1,颠
3872,0,0,1,麝
3873,0,2,1,青
3874,0,0,1,趯
3875,0,0,1,曈
3876,0,0,1,骧
3877,5,24,1,遣
3878,0,0,1,腌
3879,160,26,1,伐
3880,0,0,1,援
3881,0,7,1,滕
3882,0,0,1,桥
3883,13,5,1,敏
3884,0,0,1,鲠
3885,1,0,0,狅
3886,0,0,1,槱
3887,0,0,1,遐
3888,7,3,1,妾
3889,0,0,1,操
3890,0,0,1,确
3891,0,0,1,髻
3892,0,0,1,跪
3893,1,0,1,淡
3894,0,0,1,鬃
3895,0,0,1,缞
3896,0,0,1,螫
3897,0,42,1,霸
3898,0,0,1,啮
3899,0,4,1,璧
3900,0,0,1,携
3901,0,0,1,式
3902,0,0,1,魄
3903,2,7,1,杞
3904,2,114,1,初
3905,0,1,1,鹚
3906,0,0,1,隩
3907,0,0,1,冻
3908,0,1,1,恐
3909,0,0,1,镛
3910,0,0,1,证
3911,0,0,1,怫
3912,0,0,1,豮
3913,1,0,0,鶾
3914,0,2,1,帱
3915,0,0,1,熠
3916,0,0,1,疏
3917,0,0,1,胡
3918,0,0,1,俙
3919,0,0,1,击
3920,0,0,1,掉
3921,0,2,0,敦
3922,0,6,1,铎
3923,0,2,1,膳
3924,3,3,1,名
3925,0,0,1,坦
3926,0,3,1,锡
3927,0,0,1,攽
3928,0,0,1,胆
3929,0,0,1,祕
3930,0,2,1,当
3931,0,0,1,喂
3932,3,8,1,男
3933,0,0,1,廑
3934,0,3,1,纯
3935,0,0,1,感
3936,0,0,1,壤
3937,0,0,1,淹
3938,3,7,1,宋
3939,0,0,1,双
3940,0,0,1,莲
3941,1,7,1,凡
3942,0,0,1,怜
3943,0,0,1,嬬
3944,0,0,1,恫
3945,0,0,1,萹
3946,0,0,1,爟
3947,0,0,1,炽
3948,0,0,1,鸯
3949,21,91,1,文
3950,0,9,1,誓
3951,0,0,1,荼
3952,0,0,1,箧
3953,0,0,1,虾
3954,0,3,1,讼
3955,2,0,0,挚
3956,0,0,1,惨
3957,0,3,1,坒
3958,1,0,1,扉
3959,1,0,1,叵
3960,0,1,1,坡
3961,0,0,1,薪
3962,0,0,1,䓨
3963,2,0,1,香
3964,0,0,1,忱
3965,0,0,1,缝
3966,0,1,1,彼
3967,4,18,1,圣
3968,0,0,1,匪
3969,1,10,1,反
3970,0,0,1,戆
3971,0,0,1,赊
3972,0,0,1,瑁
3973,0,0,1,涘
3974,0,0,1,供
3975,0,0,1,辌
3976,7,3,1,亳
3977,0,0,1,支
3978,0,0,1,嗾
3979,0,0,1,灼
3980,0,0,1,飙
3981,0,0,1,栀
3982,32,0,1,危
3983,0,0,1,界
3984,0,0,1,隙
3985,0,4,1,睽
3986,0,0,1,庇
3987,0,0,1,糍
3988,0,0,1,酣
3989,0,2,1,奸
3990,2,2,1,兀
3991,0,0,1,泽
3992,1,0,0,扜
3993,0,0,1,莼
3994,0,0,1,辫
3995,9,30,1,午
3996,0,0,1,扃
3997,0,0,1,肪
3998,0,0,1,滇
3999,29,0,0,烄
4000,0,0,1,袄
4001,0,0,1,酋
4002,43,0,0,拲
4003,0,0,1,焘
4004,0,0,1,訾
4005,0,0,1,镣
4006,0,0,1,类
4007,11,1,1,狐
4008,0,0,1,怨
4009,0,0,1,庐
4010,5,0,0,彶
4011,0,0,1,蝼
4012,0,0,1,泠
